,Names,Oat,Broken,Rye,Wheat,BarleyGreen,Cleaved,Skinned,folder,ccolor
12075,5c2f20dc4162bb128cf9c87f,,False,False,True,,,,7f,Green
12076,5c2f20dc4162bb128cf9c880,,False,False,True,,,,80,Green
12077,5c2f20dc4162bb128cf9c881,,False,False,True,,,,81,Green
12078,5c2f20dc4162bb128cf9c882,,False,False,True,,,,82,Green
12079,5c2f20dc4162bb128cf9c883,,False,False,True,,,,83,Green
12080,5c2f20dc4162bb128cf9c884,,False,False,True,,,,84,Green
12081,5c2f20dc4162bb128cf9c885,,False,False,True,,,,85,Green
12082,5c2f20dc4162bb128cf9c886,,False,False,True,,,,86,Green
12083,5c2f20dc4162bb128cf9c887,,False,False,True,,,,87,Green
12084,5c2f20dc4162bb128cf9c888,,False,False,True,,,,88,Green
12085,5c2f20dc4162bb128cf9c889,,False,False,True,,,,89,Green
12086,5c2f20dc4162bb128cf9c88a,,False,False,True,,,,8a,Green
12087,5c2f20dc4162bb128cf9c88b,,False,False,True,,,,8b,Green
12088,5c2f20dc4162bb128cf9c88c,,False,False,True,,,,8c,Green
12089,5c2f20dc4162bb128cf9c88d,,False,False,True,,,,8d,Green
12090,5c2f20dc4162bb128cf9c88e,,False,False,True,,,,8e,Green
12091,5c2f20dc4162bb128cf9c88f,,False,False,True,,,,8f,Green
12092,5c2f20dc4162bb128cf9c890,,False,False,True,,,,90,Green
12093,5c2f20dc4162bb128cf9c891,,False,False,True,,,,91,Green
12094,5c2f20dc4162bb128cf9c892,,False,False,True,,,,92,Green
12095,5c2f20dc4162bb128cf9c893,,False,False,True,,,,93,Green
12096,5c2f20dc4162bb128cf9c894,,False,False,True,,,,94,Green
12097,5c2f20dc4162bb128cf9c895,,False,False,True,,,,95,Green
12098,5c2f20dc4162bb128cf9c896,,False,False,True,,,,96,Green
12099,5c2f20dc4162bb128cf9c897,,False,False,True,,,,97,Green
12100,5c2f20dc4162bb128cf9c898,,False,False,True,,,,98,Green
12101,5c2f20dc4162bb128cf9c899,,False,False,True,,,,99,Green
12102,5c2f20dc4162bb128cf9c89a,,False,False,True,,,,9a,Green
12103,5c2f20dc4162bb128cf9c89b,,False,False,True,,,,9b,Green
12104,5c2f20dc4162bb128cf9c89c,,False,False,True,,,,9c,Green
12105,5c2f20dc4162bb128cf9c89d,,False,False,True,,,,9d,Green
12106,5c2f20dc4162bb128cf9c89e,,False,False,True,,,,9e,Green
12107,5c2f20dc4162bb128cf9c89f,,False,False,True,,,,9f,Green
12108,5c2f20dc4162bb128cf9c8a0,,False,False,True,,,,a0,Green
12109,5c2f20dc4162bb128cf9c8a1,,False,False,True,,,,a1,Green
12110,5c2f20dc4162bb128cf9c8a2,,False,False,True,,,,a2,Green
12111,5c2f20dc4162bb128cf9c8a3,,False,False,True,,,,a3,Green
12112,5c2f20dc4162bb128cf9c8a4,,False,False,True,,,,a4,Green
12113,5c2f20dc4162bb128cf9c8a5,,False,False,True,,,,a5,Green
12114,5c2f20dc4162bb128cf9c8a6,,False,False,True,,,,a6,Green
12115,5c2f20dc4162bb128cf9c8a7,,False,False,True,,,,a7,Green
12116,5c2f20dc4162bb128cf9c8a8,,False,False,True,,,,a8,Green
12117,5c2f20dc4162bb128cf9c8a9,,False,False,True,,,,a9,Green
12118,5c2f20dc4162bb128cf9c8aa,,False,False,True,,,,aa,Green
12119,5c2f20dc4162bb128cf9c8ab,,False,False,True,,,,ab,Green
12120,5c2f20dc4162bb128cf9c8ac,,False,False,True,,,,ac,Green
12121,5c2f20dc4162bb128cf9c8ad,,False,False,True,,,,ad,Green
12122,5c2f20dc4162bb128cf9c8ae,,False,False,True,,,,ae,Green
12123,5c2f20dc4162bb128cf9c8af,,False,False,True,,,,af,Green
12124,5c2f20dc4162bb128cf9c8b0,,False,False,True,,,,b0,Green
12125,5c2f20dc4162bb128cf9c8b1,,False,False,True,,,,b1,Green
12126,5c2f20dc4162bb128cf9c8b2,,False,False,True,,,,b2,Green
12127,5c2f20dc4162bb128cf9c8b3,,False,False,True,,,,b3,Green
12128,5c2f20dc4162bb128cf9c8b4,,False,False,True,,,,b4,Green
12129,5c2f20dc4162bb128cf9c8b5,,False,False,True,,,,b5,Green
12130,5c2f20dc4162bb128cf9c8b6,,False,False,True,,,,b6,Green
12131,5c2f20dc4162bb128cf9c8b7,,False,False,True,,,,b7,Green
12132,5c2f20dc4162bb128cf9c8b8,,False,False,True,,,,b8,Green
12133,5c2f20dc4162bb128cf9c8b9,,False,False,True,,,,b9,Green
12134,5c2f20dc4162bb128cf9c8ba,,False,False,True,,,,ba,Green
12135,5c2f20dc4162bb128cf9c8bb,,False,False,True,,,,bb,Green
12136,5c2f20dc4162bb128cf9c8bc,,False,False,True,,,,bc,Green
12137,5c2f20dc4162bb128cf9c8bd,,False,False,True,,,,bd,Green
12138,5c2f20dc4162bb128cf9c8be,,False,False,True,,,,be,Green
12139,5c2f20dc4162bb128cf9c8bf,,False,False,True,,,,bf,Green
12140,5c2f20dc4162bb128cf9c8c0,,False,False,True,,,,c0,Green
12141,5c2f20dc4162bb128cf9c8c1,,False,False,True,,,,c1,Green
12142,5c2f20dc4162bb128cf9c8c2,,False,False,True,,,,c2,Green
12143,5c2f20dc4162bb128cf9c8c3,,False,False,True,,,,c3,Green
12144,5c2f20dc4162bb128cf9c8c4,,False,False,True,,,,c4,Green
12145,5c2f20dc4162bb128cf9c8c5,,False,False,True,,,,c5,Green
12146,5c2f20dc4162bb128cf9c8c6,,False,False,True,,,,c6,Green
12147,5c2f20dc4162bb128cf9c8c7,,False,False,True,,,,c7,Green
12148,5c2f20dc4162bb128cf9c8c8,,False,False,True,,,,c8,Green
12149,5c2f20dc4162bb128cf9c8c9,,False,False,True,,,,c9,Green
12150,5c2f20dc4162bb128cf9c8ca,,False,False,True,,,,ca,Blue
12151,5c2f20dc4162bb128cf9c8cb,,False,False,True,,,,cb,Green
12152,5c2f20dc4162bb128cf9c8cc,,False,False,True,,,,cc,Green
12153,5c2f20dc4162bb128cf9c8cd,,False,False,True,,,,cd,Green
12154,5c2f20dc4162bb128cf9c8ce,,False,False,True,,,,ce,Green
12155,5c2f20dc4162bb128cf9c8cf,,False,False,True,,,,cf,Green
12156,5c2f20dc4162bb128cf9c8d0,,False,False,True,,,,d0,Green
12157,5c2f20dc4162bb128cf9c8d1,,False,False,True,,,,d1,Green
12158,5c2f20dc4162bb128cf9c8d2,,False,False,True,,,,d2,Green
12159,5c2f20dc4162bb128cf9c8d3,,False,False,True,,,,d3,Green
12160,5c2f20dc4162bb128cf9c8d4,,False,False,True,,,,d4,Green
12161,5c2f20dc4162bb128cf9c8d5,,False,False,True,,,,d5,Green
12162,5c2f20dc4162bb128cf9c8d6,,False,False,True,,,,d6,Green
12163,5c2f20dc4162bb128cf9c8d7,,False,False,True,,,,d7,Green
12164,5c2f20dc4162bb128cf9c8d8,,False,False,True,,,,d8,Green
12165,5c2f20dc4162bb128cf9c8d9,,False,False,True,,,,d9,Green
12166,5c2f20dc4162bb128cf9c8da,,False,False,True,,,,da,Green
12167,5c2f20dc4162bb128cf9c8db,,False,False,True,,,,db,Green
12168,5c2f20dc4162bb128cf9c8dc,,False,False,True,,,,dc,Green
12169,5c2f20dc4162bb128cf9c8dd,,False,False,True,,,,dd,Green
12170,5c2f20dc4162bb128cf9c8de,,False,False,True,,,,de,Green
12171,5c2f20dc4162bb128cf9c8df,,False,False,True,,,,df,Green
12172,5c2f20dc4162bb128cf9c8e0,,False,False,True,,,,e0,Green
12173,5c2f20dc4162bb128cf9c8e1,,False,False,True,,,,e1,Green
12174,5c2f20dc4162bb128cf9c8e2,,False,False,True,,,,e2,Green
12175,5c2f20dc4162bb128cf9c8e3,,False,False,True,,,,e3,Green
12176,5c2f20dc4162bb128cf9c8e4,,False,False,True,,,,e4,Green
12177,5c2f20dc4162bb128cf9c8e5,,False,False,True,,,,e5,Green
12178,5c2f20dc4162bb128cf9c8e6,,False,False,True,,,,e6,Green
12179,5c2f20dc4162bb128cf9c8e7,,False,False,True,,,,e7,Green
12180,5c2f20dc4162bb128cf9c8e8,,False,False,True,,,,e8,Green
12181,5c2f20dc4162bb128cf9c8e9,,False,False,True,,,,e9,Green
12182,5c2f20dc4162bb128cf9c8ea,,False,False,True,,,,ea,Green
12183,5c2f20dc4162bb128cf9c8eb,,False,False,True,,,,eb,Green
12184,5c2f20dc4162bb128cf9c8ec,,False,False,True,,,,ec,Green
12185,5c2f20dc4162bb128cf9c8ed,,False,False,True,,,,ed,Green
12186,5c2f20dc4162bb128cf9c8ee,,False,False,True,,,,ee,Green
12187,5c2f20dc4162bb128cf9c8ef,,False,False,True,,,,ef,Green
12188,5c2f20dc4162bb128cf9c8f0,,False,False,True,,,,f0,Green
12189,5c2f20dc4162bb128cf9c8f1,,False,False,True,,,,f1,Green
12190,5c2f20dc4162bb128cf9c8f2,,False,False,True,,,,f2,Green
12191,5c2f20dc4162bb128cf9c8f3,,False,False,True,,,,f3,Green
12192,5c2f20dc4162bb128cf9c8f4,,False,False,True,,,,f4,Green
12193,5c2f20dc4162bb128cf9c8f5,,False,False,True,,,,f5,Green
12194,5c2f20dc4162bb128cf9c8f6,,False,False,True,,,,f6,Green
12195,5c2f20dc4162bb128cf9c8f7,,False,False,True,,,,f7,Green
12196,5c2f20dc4162bb128cf9c8f8,,False,False,True,,,,f8,Green
12197,5c2f20dc4162bb128cf9c8f9,,False,False,True,,,,f9,Green
12198,5c2f20dc4162bb128cf9c8fa,,False,False,True,,,,fa,Green
12199,5c2f20dc4162bb128cf9c8fb,,False,False,True,,,,fb,Green
12200,5c2f20dc4162bb128cf9c8fc,,False,False,True,,,,fc,Green
12201,5c2f20dc4162bb128cf9c8fd,,False,False,True,,,,fd,Green
12202,5c2f20dc4162bb128cf9c8fe,,False,False,True,,,,fe,Green
12203,5c2f20dc4162bb128cf9c8ff,,False,False,True,,,,ff,Green
12204,5c2f20dc4162bb128cf9c900,,False,False,True,,,,00,Green
12205,5c2f20dc4162bb128cf9c901,,False,False,True,,,,01,Green
12206,5c2f20dc4162bb128cf9c902,,False,False,True,,,,02,Green
12207,5c2f20dc4162bb128cf9c903,,False,False,True,,,,03,Green
12208,5c2f20dc4162bb128cf9c904,,False,False,True,,,,04,Green
12209,5c2f20dc4162bb128cf9c905,,False,False,True,,,,05,Green
12210,5c2f20dc4162bb128cf9c906,,False,False,True,,,,06,Green
12211,5c2f20dc4162bb128cf9c907,,False,False,True,,,,07,Green
12212,5c2f20dc4162bb128cf9c908,,False,False,True,,,,08,Green
12213,5c2f20dc4162bb128cf9c909,,False,False,True,,,,09,Green
12214,5c2f20dc4162bb128cf9c90a,,False,False,True,,,,0a,Green
12215,5c2f20dc4162bb128cf9c90b,,False,False,True,,,,0b,Green
12216,5c2f20dc4162bb128cf9c90c,,False,False,True,,,,0c,Green
12217,5c2f20dc4162bb128cf9c90d,,False,False,True,,,,0d,Green
12218,5c2f20dc4162bb128cf9c90e,,False,False,True,,,,0e,Green
12219,5c2f20dc4162bb128cf9c90f,,False,False,True,,,,0f,Green
12220,5c2f20dc4162bb128cf9c910,,False,False,True,,,,10,Green
12221,5c2f20dc4162bb128cf9c911,,False,False,True,,,,11,Green
12222,5c2f20dc4162bb128cf9c912,,False,False,True,,,,12,Green
12223,5c2f20dc4162bb128cf9c913,,False,False,True,,,,13,Green
12224,5c2f20dc4162bb128cf9c914,,False,False,True,,,,14,Green
12225,5c2f20dc4162bb128cf9c915,,False,False,True,,,,15,Green
12226,5c2f20dc4162bb128cf9c916,,False,False,True,,,,16,Blue
12227,5c2f20dc4162bb128cf9c917,,False,False,True,,,,17,Blue
12228,5c2f20dc4162bb128cf9c918,,False,False,True,,,,18,Green
12229,5c2f20dc4162bb128cf9c919,,False,False,True,,,,19,Green
12230,5c2f20dc4162bb128cf9c91a,,False,False,True,,,,1a,Green
12231,5c2f20dc4162bb128cf9c91b,,False,False,True,,,,1b,Green
12232,5c2f20dc4162bb128cf9c91c,,False,False,True,,,,1c,Green
12233,5c2f20dc4162bb128cf9c91d,,False,False,True,,,,1d,Green
12234,5c2f20dc4162bb128cf9c91e,,False,False,True,,,,1e,Green
12235,5c2f20dc4162bb128cf9c91f,,False,False,True,,,,1f,Green
12236,5c2f20dc4162bb128cf9c920,,False,False,True,,,,20,Green
12237,5c2f20dc4162bb128cf9c921,,False,False,True,,,,21,Green
12238,5c2f20dc4162bb128cf9c922,,False,False,True,,,,22,Green
12239,5c2f20dc4162bb128cf9c923,,False,False,True,,,,23,Green
12240,5c2f20dc4162bb128cf9c924,,False,False,True,,,,24,Green
12241,5c2f20dc4162bb128cf9c925,,False,False,True,,,,25,Green
12242,5c2f20dc4162bb128cf9c926,,False,False,True,,,,26,Green
12243,5c2f20dc4162bb128cf9c927,,False,False,True,,,,27,Green
12244,5c2f20dc4162bb128cf9c928,,False,False,True,,,,28,Green
12245,5c2f20dc4162bb128cf9c929,,False,False,True,,,,29,Green
12246,5c2f20dc4162bb128cf9c92a,,False,False,True,,,,2a,Green
12247,5c2f20dc4162bb128cf9c92b,,False,False,True,,,,2b,Green
12248,5c2f20dc4162bb128cf9c92c,,False,False,True,,,,2c,Green
12249,5c2f20dc4162bb128cf9c92d,,False,False,True,,,,2d,Green
12250,5c2f20dc4162bb128cf9c92e,,False,False,True,,,,2e,Green
12251,5c2f20dc4162bb128cf9c92f,,False,False,True,,,,2f,Green
12252,5c2f20dc4162bb128cf9c930,,False,False,True,,,,30,Green
12253,5c2f20dc4162bb128cf9c931,,False,False,True,,,,31,Green
12254,5c2f20dc4162bb128cf9c932,,False,False,True,,,,32,Green
12255,5c2f20dc4162bb128cf9c933,,False,False,True,,,,33,Green
12256,5c2f20dc4162bb128cf9c934,,False,False,True,,,,34,Green
12257,5c2f20dc4162bb128cf9c935,,False,False,True,,,,35,Green
12258,5c2f20dc4162bb128cf9c936,,False,False,True,,,,36,Green
12259,5c2f20dc4162bb128cf9c937,,False,False,True,,,,37,Green
12260,5c2f20dc4162bb128cf9c938,,False,False,True,,,,38,Green
12261,5c2f20dc4162bb128cf9c939,,False,False,True,,,,39,Green
12262,5c2f20dc4162bb128cf9c93a,,False,False,True,,,,3a,Green
12263,5c2f20dc4162bb128cf9c93b,,False,False,True,,,,3b,Green
12264,5c2f20dc4162bb128cf9c93c,,False,False,True,,,,3c,Green
12265,5c2f20dc4162bb128cf9c93d,,False,False,True,,,,3d,Green
12266,5c2f20dc4162bb128cf9c93e,,False,False,True,,,,3e,Green
12267,5c2f20dc4162bb128cf9c93f,,False,False,True,,,,3f,Green
12268,5c2f20dc4162bb128cf9c940,,False,False,True,,,,40,Green
12269,5c2f20dc4162bb128cf9c941,,False,False,True,,,,41,Green
12270,5c2f20dc4162bb128cf9c942,,False,False,True,,,,42,Green
12271,5c2f20dc4162bb128cf9c943,,False,False,True,,,,43,Green
12272,5c2f20dc4162bb128cf9c944,,False,False,True,,,,44,Green
12273,5c2f20dc4162bb128cf9c945,,False,False,True,,,,45,Green
12274,5c2f20dc4162bb128cf9c946,,False,False,True,,,,46,Green
12275,5c2f20dc4162bb128cf9c947,,False,False,True,,,,47,Green
12276,5c2f20dc4162bb128cf9c948,,False,False,True,,,,48,Green
12277,5c2f20dc4162bb128cf9c949,,False,False,True,,,,49,Green
12278,5c2f20dc4162bb128cf9c94a,,False,False,True,,,,4a,Green
12279,5c2f20dc4162bb128cf9c94b,,False,False,True,,,,4b,Green
12280,5c2f20dc4162bb128cf9c94c,,False,False,True,,,,4c,Green
12281,5c2f20dc4162bb128cf9c94d,,False,False,True,,,,4d,Green
12282,5c2f20dc4162bb128cf9c94e,,False,False,True,,,,4e,Green
12283,5c2f20dc4162bb128cf9c94f,,False,False,True,,,,4f,Green
12284,5c2f20dc4162bb128cf9c950,,False,False,True,,,,50,Green
12285,5c2f20dc4162bb128cf9c951,,False,False,True,,,,51,Green
12286,5c2f20dc4162bb128cf9c952,,False,False,True,,,,52,Green
12287,5c2f20dc4162bb128cf9c953,,False,False,True,,,,53,Green
12288,5c2f20dc4162bb128cf9c954,,False,False,True,,,,54,Green
12289,5c2f20dc4162bb128cf9c955,,False,False,True,,,,55,Green
12290,5c2f20dc4162bb128cf9c956,,False,False,True,,,,56,Green
12291,5c2f20dc4162bb128cf9c957,,False,False,True,,,,57,Green
12292,5c2f20dc4162bb128cf9c958,,False,False,True,,,,58,Green
12293,5c2f20dc4162bb128cf9c959,,False,False,True,,,,59,Green
12294,5c2f20dc4162bb128cf9c95a,,False,False,True,,,,5a,Green
12295,5c2f20dc4162bb128cf9c95b,,False,False,True,,,,5b,Green
12296,5c2f20dc4162bb128cf9c95c,,False,False,True,,,,5c,Green
12297,5c2f20dc4162bb128cf9c95d,,False,False,True,,,,5d,Green
12298,5c2f20dc4162bb128cf9c95e,,False,False,True,,,,5e,Green
12299,5c2f20dc4162bb128cf9c95f,,False,False,True,,,,5f,Green
12300,5c2f20dc4162bb128cf9c960,,False,False,True,,,,60,Green
12301,5c2f20dc4162bb128cf9c961,,False,False,True,,,,61,Green
12302,5c2f20dc4162bb128cf9c962,,False,False,True,,,,62,Green
12303,5c2f20dc4162bb128cf9c963,,False,False,True,,,,63,Green
12304,5c2f20dc4162bb128cf9c964,,False,False,True,,,,64,Green
12305,5c2f20dc4162bb128cf9c965,,False,False,True,,,,65,Green
12306,5c2f20dc4162bb128cf9c966,,False,False,True,,,,66,Green
12307,5c2f20dc4162bb128cf9c967,,False,False,True,,,,67,Green
12308,5c2f20dc4162bb128cf9c968,,False,False,True,,,,68,Green
12309,5c2f20dc4162bb128cf9c969,,False,False,True,,,,69,Green
12310,5c2f20dc4162bb128cf9c96a,,False,False,True,,,,6a,Green
12311,5c2f20dc4162bb128cf9c96b,,False,False,True,,,,6b,Green
12312,5c2f20dc4162bb128cf9c96c,,False,False,True,,,,6c,Green
12313,5c2f20dc4162bb128cf9c96d,,False,False,True,,,,6d,Green
12314,5c2f20dc4162bb128cf9c96e,,False,False,True,,,,6e,Green
12315,5c2f20dc4162bb128cf9c96f,,False,False,True,,,,6f,Green
12316,5c2f20dc4162bb128cf9c970,,False,False,True,,,,70,Green
12317,5c2f20dc4162bb128cf9c971,,False,False,True,,,,71,Green
12318,5c2f20dc4162bb128cf9c972,,False,False,True,,,,72,Green
12319,5c2f20dc4162bb128cf9c973,,False,False,True,,,,73,Green
12320,5c2f20dc4162bb128cf9c974,,False,False,True,,,,74,Green
12321,5c2f20dc4162bb128cf9c975,,False,False,True,,,,75,Green
12322,5c2f20dc4162bb128cf9c976,,False,False,True,,,,76,Green
12323,5c2f20dc4162bb128cf9c977,,False,False,True,,,,77,Green
12324,5c2f20dc4162bb128cf9c978,,False,False,True,,,,78,Green
12325,5c2f20dc4162bb128cf9c979,,False,False,True,,,,79,Green
12326,5c2f20dc4162bb128cf9c97a,,False,False,True,,,,7a,Green
12327,5c2f20dc4162bb128cf9c97b,,False,False,True,,,,7b,Green
12328,5c2f20dc4162bb128cf9c97c,,False,False,True,,,,7c,Green
12329,5c2f20dc4162bb128cf9c97d,,False,False,True,,,,7d,Green
12330,5c2f20dc4162bb128cf9c97e,,False,False,True,,,,7e,Green
12331,5c2f20dc4162bb128cf9c97f,,False,False,True,,,,7f,Green
12332,5c2f20dc4162bb128cf9c980,,False,False,True,,,,80,Green
12333,5c2f20dc4162bb128cf9c981,,False,False,True,,,,81,Green
12334,5c2f20dc4162bb128cf9c982,,False,False,True,,,,82,Green
12335,5c2f20dc4162bb128cf9c983,,False,False,True,,,,83,Green
12336,5c2f20dc4162bb128cf9c984,,False,False,True,,,,84,Green
12337,5c2f20dc4162bb128cf9c985,,False,False,True,,,,85,Green
12338,5c2f20dc4162bb128cf9c986,,False,False,True,,,,86,Green
12339,5c2f20dc4162bb128cf9c987,,False,False,True,,,,87,Green
12340,5c2f20dc4162bb128cf9c988,,False,False,True,,,,88,Green
12341,5c2f20dc4162bb128cf9c989,,False,False,True,,,,89,Green
12342,5c2f20dc4162bb128cf9c98a,,False,False,True,,,,8a,Green
12343,5c2f20dc4162bb128cf9c98b,,False,False,True,,,,8b,Green
12344,5c2f20dc4162bb128cf9c98c,,False,False,True,,,,8c,Green
12345,5c2f20dc4162bb128cf9c98d,,False,False,True,,,,8d,Green
12346,5c2f20dc4162bb128cf9c98e,,False,False,True,,,,8e,Green
12347,5c2f20dc4162bb128cf9c98f,,False,False,True,,,,8f,Green
12348,5c2f20dc4162bb128cf9c990,,False,False,True,,,,90,Green
12349,5c2f20dc4162bb128cf9c991,,False,False,True,,,,91,Green
12350,5c2f20dc4162bb128cf9c992,,False,False,True,,,,92,Green
12351,5c2f20dc4162bb128cf9c993,,False,False,True,,,,93,Green
12352,5c2f20dc4162bb128cf9c994,,False,False,True,,,,94,Green
12353,5c2f20dc4162bb128cf9c995,,False,False,True,,,,95,Green
12354,5c2f20dc4162bb128cf9c996,,False,False,True,,,,96,Green
12355,5c2f20dc4162bb128cf9c997,,False,False,True,,,,97,Green
12356,5c2f20dc4162bb128cf9c998,,False,False,True,,,,98,Green
12357,5c2f20dc4162bb128cf9c999,,False,False,True,,,,99,Green
12358,5c2f20dc4162bb128cf9c99a,,False,False,True,,,,9a,Green
12359,5c2f20dc4162bb128cf9c99b,,False,False,True,,,,9b,Green
12360,5c2f20dc4162bb128cf9c99c,,False,False,True,,,,9c,Green
12361,5c2f20dc4162bb128cf9c99d,,False,False,True,,,,9d,Green
12362,5c2f20dc4162bb128cf9c99e,,False,False,True,,,,9e,Green
12363,5c2f20dc4162bb128cf9c99f,,False,False,True,,,,9f,Green
12364,5c2f20dc4162bb128cf9c9a0,,False,False,True,,,,a0,Green
12365,5c2f20dc4162bb128cf9c9a1,,False,False,True,,,,a1,Green
12366,5c2f20dc4162bb128cf9c9a2,,False,False,True,,,,a2,Green
12367,5c2f20dc4162bb128cf9c9a3,,False,False,True,,,,a3,Green
12368,5c2f20dc4162bb128cf9c9a4,,False,False,True,,,,a4,Green
12369,5c2f20dc4162bb128cf9c9a5,,False,False,True,,,,a5,Green
12370,5c2f20dc4162bb128cf9c9a6,,False,False,True,,,,a6,Green
12371,5c2f20dc4162bb128cf9c9a7,,False,False,True,,,,a7,Green
12372,5c2f20dc4162bb128cf9c9a8,,False,False,True,,,,a8,Green
12373,5c2f20dc4162bb128cf9c9a9,,False,False,True,,,,a9,Green
12374,5c2f20dc4162bb128cf9c9aa,,False,False,True,,,,aa,Green
12375,5c2f20dc4162bb128cf9c9ab,,False,False,True,,,,ab,Green
12376,5c2f20dc4162bb128cf9c9ac,,False,False,True,,,,ac,Green
12377,5c2f20dc4162bb128cf9c9ad,,False,False,True,,,,ad,Green
12378,5c2f20dc4162bb128cf9c9ae,,False,False,True,,,,ae,Green
12379,5c2f20dc4162bb128cf9c9af,,False,False,True,,,,af,Green
12380,5c2f20dc4162bb128cf9c9b0,,False,False,True,,,,b0,Blue
12381,5c2f20dc4162bb128cf9c9b1,,False,False,True,,,,b1,Blue
12382,5c2f20dc4162bb128cf9c9b2,,False,False,True,,,,b2,Green
12383,5c2f20dc4162bb128cf9c9b3,,False,False,True,,,,b3,Green
12384,5c2f20dc4162bb128cf9c9b4,,False,False,True,,,,b4,Green
12385,5c2f20dc4162bb128cf9c9b5,,False,False,True,,,,b5,Green
12386,5c2f20dc4162bb128cf9c9b6,,False,False,True,,,,b6,Green
12387,5c2f20dc4162bb128cf9c9b7,,False,False,True,,,,b7,Green
12388,5c2f20dc4162bb128cf9c9b8,,False,False,True,,,,b8,Green
12389,5c2f20dc4162bb128cf9c9b9,,False,False,True,,,,b9,Green
12390,5c2f20dc4162bb128cf9c9ba,,False,False,True,,,,ba,Green
12391,5c2f20dc4162bb128cf9c9bb,,False,False,True,,,,bb,Green
12392,5c2f20dc4162bb128cf9c9bc,,False,False,True,,,,bc,Green
12393,5c2f20dc4162bb128cf9c9bd,,False,False,True,,,,bd,Green
12394,5c2f20dc4162bb128cf9c9be,,False,False,True,,,,be,Green
12395,5c2f20dc4162bb128cf9c9bf,,False,False,True,,,,bf,Green
12396,5c2f20dc4162bb128cf9c9c0,,False,False,True,,,,c0,Green
12397,5c2f20dc4162bb128cf9c9c1,,False,False,True,,,,c1,Green
12398,5c2f20dc4162bb128cf9c9c2,,False,False,True,,,,c2,Green
12399,5c2f20dc4162bb128cf9c9c3,,False,False,True,,,,c3,Green
12400,5c2f20dc4162bb128cf9c9c4,,False,False,True,,,,c4,Green
12401,5c2f20dc4162bb128cf9c9c5,,False,False,True,,,,c5,Green
12402,5c2f20dc4162bb128cf9c9c6,,False,False,True,,,,c6,Green
12403,5c2f20dc4162bb128cf9c9c7,,False,False,True,,,,c7,Green
12404,5c2f20dc4162bb128cf9c9c8,,False,False,True,,,,c8,Green
12405,5c2f20dc4162bb128cf9c9c9,,False,False,True,,,,c9,Green
12406,5c2f20dc4162bb128cf9c9ca,,False,False,True,,,,ca,Green
12407,5c2f20dc4162bb128cf9c9cb,,False,False,True,,,,cb,Green
12408,5c2f20dc4162bb128cf9c9cc,,False,False,True,,,,cc,Green
12409,5c2f20dc4162bb128cf9c9cd,,False,False,True,,,,cd,Green
12410,5c2f20dc4162bb128cf9c9ce,,False,False,True,,,,ce,Green
12411,5c2f20dc4162bb128cf9c9cf,,False,False,True,,,,cf,Green
12412,5c2f20dc4162bb128cf9c9d0,,False,False,True,,,,d0,Green
12413,5c2f20dc4162bb128cf9c9d1,,False,False,True,,,,d1,Green
12414,5c2f20dc4162bb128cf9c9d2,,False,False,True,,,,d2,Green
12415,5c2f20dc4162bb128cf9c9d3,,False,False,True,,,,d3,Green
12416,5c2f20dc4162bb128cf9c9d4,,False,False,True,,,,d4,Green
12417,5c2f20dc4162bb128cf9c9d5,,False,False,True,,,,d5,Green
12418,5c2f20dc4162bb128cf9c9d6,,False,False,True,,,,d6,Green
12419,5c2f20dc4162bb128cf9c9d7,,False,False,True,,,,d7,Green
12420,5c2f20dc4162bb128cf9c9d8,,False,False,True,,,,d8,Blue
12421,5c2f20dc4162bb128cf9c9d9,,False,False,True,,,,d9,Green
12422,5c2f20dc4162bb128cf9c9da,,False,False,True,,,,da,Green
12423,5c2f20dc4162bb128cf9c9db,,False,False,True,,,,db,Green
12424,5c2f20dc4162bb128cf9c9dc,,False,False,True,,,,dc,Green
12425,5c2f20dc4162bb128cf9c9dd,,False,False,True,,,,dd,Green
12426,5c2f20dc4162bb128cf9c9de,,False,False,True,,,,de,Green
12427,5c2f20dc4162bb128cf9c9df,,False,False,True,,,,df,Green
12428,5c2f20dc4162bb128cf9c9e0,,False,False,True,,,,e0,Green
12429,5c2f20dc4162bb128cf9c9e1,,False,False,True,,,,e1,Green
12430,5c2f20dc4162bb128cf9c9e2,,False,False,True,,,,e2,Blue
12431,5c2f20dc4162bb128cf9c9e3,,False,False,True,,,,e3,Blue
12432,5c2f20dc4162bb128cf9c9e4,,False,False,True,,,,e4,Green
12433,5c2f20dc4162bb128cf9c9e5,,False,False,True,,,,e5,Green
12434,5c2f20dc4162bb128cf9c9e6,,False,False,True,,,,e6,Green
12435,5c2f20dc4162bb128cf9c9e7,,False,False,True,,,,e7,Green
12436,5c2f20dc4162bb128cf9c9e8,,False,False,True,,,,e8,Green
12437,5c2f20dc4162bb128cf9c9e9,,False,False,True,,,,e9,Green
12438,5c2f20dc4162bb128cf9c9ea,,False,False,True,,,,ea,Green
12439,5c2f20dc4162bb128cf9c9eb,,False,False,True,,,,eb,Green
12440,5c2f20dc4162bb128cf9c9ec,,False,False,True,,,,ec,Green
12441,5c2f20dc4162bb128cf9c9ed,,False,False,True,,,,ed,Green
12442,5c2f20dc4162bb128cf9c9ee,,False,False,True,,,,ee,Green
12443,5c2f20dc4162bb128cf9c9ef,,False,False,True,,,,ef,Green
