Names,Oat,Broken,Rye,Wheat,BarleyGreen,Cleaved,Skinned,folder,ccolor
5c2f20dc4162bb128cf9a25d,True,False,False,False,,,,5d,Green
5c2f20dc4162bb128cf9a25e,True,False,False,False,,,,5e,Green
5c2f20dc4162bb128cf9a25f,True,False,False,False,,,,5f,Green
5c2f20dc4162bb128cf9a260,True,False,False,False,,,,60,Green
5c2f20dc4162bb128cf9a261,True,False,False,False,,,,61,Blue
5c2f20dc4162bb128cf9a262,True,False,False,False,,,,62,Green
5c2f20dc4162bb128cf9a263,True,False,False,False,,,,63,Green
5c2f20dc4162bb128cf9a264,True,False,False,False,,,,64,Green
5c2f20dc4162bb128cf9a265,True,False,False,False,,,,65,Green
5c2f20dc4162bb128cf9a266,True,False,False,False,,,,66,Green
5c2f20dc4162bb128cf9a267,True,False,False,False,,,,67,Blue
5c2f20dc4162bb128cf9a268,True,False,False,False,,,,68,Green
5c2f20dc4162bb128cf9a269,True,False,False,False,,,,69,Red
5c2f20dc4162bb128cf9a26a,True,False,False,False,,,,6a,Green
5c2f20dc4162bb128cf9a26b,True,False,False,False,,,,6b,Green
5c2f20dc4162bb128cf9a26c,True,False,False,False,,,,6c,Green
5c2f20dc4162bb128cf9a26d,True,False,False,False,,,,6d,Green
5c2f20dc4162bb128cf9a26e,True,False,False,False,,,,6e,Green
5c2f20dc4162bb128cf9a26f,True,False,False,False,,,,6f,Green
5c2f20dc4162bb128cf9a270,True,False,False,False,,,,70,Green
5c2f20dc4162bb128cf9a271,True,False,False,False,,,,71,Green
5c2f20dc4162bb128cf9a272,True,False,False,False,,,,72,Green
5c2f20dc4162bb128cf9a273,True,False,False,False,,,,73,Green
5c2f20dc4162bb128cf9a274,True,False,False,False,,,,74,Green
5c2f20dc4162bb128cf9a275,True,False,False,False,,,,75,Green
5c2f20dc4162bb128cf9a276,True,False,False,False,,,,76,Green
5c2f20dc4162bb128cf9a277,True,False,False,False,,,,77,Green
5c2f20dc4162bb128cf9a278,True,False,False,False,,,,78,Blue
5c2f20dc4162bb128cf9a279,True,False,False,False,,,,79,Green
5c2f20dc4162bb128cf9a27a,True,False,False,False,,,,7a,Green
5c2f20dc4162bb128cf9a27b,True,False,False,False,,,,7b,Green
5c2f20dc4162bb128cf9a27c,True,False,False,False,,,,7c,Green
5c2f20dc4162bb128cf9a27d,True,False,False,False,,,,7d,Green
5c2f20dc4162bb128cf9a27e,True,False,False,False,,,,7e,Green
5c2f20dc4162bb128cf9a27f,True,False,False,False,,,,7f,Green
5c2f20dc4162bb128cf9a280,True,False,False,False,,,,80,Green
5c2f20dc4162bb128cf9a281,True,False,False,False,,,,81,Green
5c2f20dc4162bb128cf9a282,True,False,False,False,,,,82,Green
5c2f20dc4162bb128cf9a283,True,False,False,False,,,,83,Green
5c2f20dc4162bb128cf9a284,True,False,False,False,,,,84,Green
5c2f20dc4162bb128cf9a285,True,False,False,False,,,,85,Green
5c2f20dc4162bb128cf9a286,True,False,False,False,,,,86,Blue
5c2f20dc4162bb128cf9a287,True,False,False,False,,,,87,Red
5c2f20dc4162bb128cf9a288,True,False,False,False,,,,88,Green
5c2f20dc4162bb128cf9a289,True,False,False,False,,,,89,Blue
5c2f20dc4162bb128cf9a28a,True,False,False,False,,,,8a,Red
5c2f20dc4162bb128cf9a28b,True,False,False,False,,,,8b,Green
5c2f20dc4162bb128cf9a28c,True,False,False,False,,,,8c,Green
5c2f20dc4162bb128cf9a28d,True,False,False,False,,,,8d,Green
5c2f20dc4162bb128cf9a28e,True,False,False,False,,,,8e,Green
5c2f20dc4162bb128cf9a28f,True,False,False,False,,,,8f,Green
5c2f20dc4162bb128cf9a290,True,False,False,False,,,,90,Green
5c2f20dc4162bb128cf9a291,True,False,False,False,,,,91,Green
5c2f20dc4162bb128cf9a292,True,False,False,False,,,,92,Green
5c2f20dc4162bb128cf9a293,True,False,False,False,,,,93,Blue
5c2f20dc4162bb128cf9a294,True,False,False,False,,,,94,Red
5c2f20dc4162bb128cf9a295,True,False,False,False,,,,95,Green
5c2f20dc4162bb128cf9a296,True,False,False,False,,,,96,Blue
5c2f20dc4162bb128cf9a297,True,False,False,False,,,,97,Green
5c2f20dc4162bb128cf9a298,True,False,False,False,,,,98,Green
5c2f20dc4162bb128cf9a299,True,False,False,False,,,,99,Green
5c2f20dc4162bb128cf9a29a,True,False,False,False,,,,9a,Red
5c2f20dc4162bb128cf9a29b,True,False,False,False,,,,9b,Green
5c2f20dc4162bb128cf9a29c,True,False,False,False,,,,9c,Green
5c2f20dc4162bb128cf9a29d,True,False,False,False,,,,9d,Blue
5c2f20dc4162bb128cf9a29e,True,False,False,False,,,,9e,Red
5c2f20dc4162bb128cf9a29f,True,False,False,False,,,,9f,Green
5c2f20dc4162bb128cf9a2a0,True,False,False,False,,,,a0,Green
5c2f20dc4162bb128cf9a2a1,True,False,False,False,,,,a1,Green
5c2f20dc4162bb128cf9a2a2,True,False,False,False,,,,a2,Green
5c2f20dc4162bb128cf9a2a3,True,False,False,False,,,,a3,Green
5c2f20dc4162bb128cf9a2a4,True,False,False,False,,,,a4,Green
5c2f20dc4162bb128cf9a2a5,True,False,False,False,,,,a5,Red
5c2f20dc4162bb128cf9a2a6,True,False,False,False,,,,a6,Blue
5c2f20dc4162bb128cf9a2a7,True,False,False,False,,,,a7,Blue
5c2f20dc4162bb128cf9a2a8,True,False,False,False,,,,a8,Green
5c2f20dc4162bb128cf9a2a9,True,False,False,False,,,,a9,Green
5c2f20dc4162bb128cf9a2aa,True,False,False,False,,,,aa,Green
5c2f20dc4162bb128cf9a2ab,True,False,False,False,,,,ab,Green
5c2f20dc4162bb128cf9a2ac,True,False,False,False,,,,ac,Green
5c2f20dc4162bb128cf9a2ad,True,False,False,False,,,,ad,Green
5c2f20dc4162bb128cf9a2ae,True,False,False,False,,,,ae,Green
5c2f20dc4162bb128cf9a2af,True,False,False,False,,,,af,Green
5c2f20dc4162bb128cf9a2b0,True,False,False,False,,,,b0,Green
5c2f20dc4162bb128cf9a2b1,True,False,False,False,,,,b1,Green
5c2f20dc4162bb128cf9a2b2,True,False,False,False,,,,b2,Green
5c2f20dc4162bb128cf9a2b3,True,False,False,False,,,,b3,Green
5c2f20dc4162bb128cf9a2b4,True,False,False,False,,,,b4,Blue
5c2f20dc4162bb128cf9a2b5,True,False,False,False,,,,b5,Green
5c2f20dc4162bb128cf9a2b6,True,False,False,False,,,,b6,Green
5c2f20dc4162bb128cf9a2b7,True,False,False,False,,,,b7,Blue
5c2f20dc4162bb128cf9a2b8,True,False,False,False,,,,b8,Green
5c2f20dc4162bb128cf9a2b9,True,False,False,False,,,,b9,Green
5c2f20dc4162bb128cf9a2ba,True,False,False,False,,,,ba,Green
5c2f20dc4162bb128cf9a2bb,True,False,False,False,,,,bb,Blue
5c2f20dc4162bb128cf9a2bc,True,False,False,False,,,,bc,Green
5c2f20dc4162bb128cf9a2bd,True,False,False,False,,,,bd,Green
5c2f20dc4162bb128cf9a2be,True,False,False,False,,,,be,Green
5c2f20dc4162bb128cf9a2bf,True,False,False,False,,,,bf,Green
5c2f20dc4162bb128cf9a2c0,True,False,False,False,,,,c0,Green
5c2f20dc4162bb128cf9a2c1,True,False,False,False,,,,c1,Green
5c2f20dc4162bb128cf9a2c2,True,False,False,False,,,,c2,Green
5c2f20dc4162bb128cf9a2c3,True,False,False,False,,,,c3,Green
5c2f20dc4162bb128cf9a2c4,True,False,False,False,,,,c4,Green
5c2f20dc4162bb128cf9a2c5,True,False,False,False,,,,c5,Green
5c2f20dc4162bb128cf9a2c6,True,False,False,False,,,,c6,Green
5c2f20dc4162bb128cf9a2c7,True,False,False,False,,,,c7,Green
5c2f20dc4162bb128cf9a2c8,True,False,False,False,,,,c8,Red
5c2f20dc4162bb128cf9a2c9,True,False,False,False,,,,c9,Blue
5c2f20dc4162bb128cf9a2ca,True,False,False,False,,,,ca,Red
5c2f20dc4162bb128cf9a2cb,True,False,False,False,,,,cb,Green
5c2f20dc4162bb128cf9a2cc,True,False,False,False,,,,cc,Green
5c2f20dc4162bb128cf9a2cd,True,False,False,False,,,,cd,Green
5c2f20dc4162bb128cf9a2ce,True,False,False,False,,,,ce,Green
5c2f20dc4162bb128cf9a2cf,True,False,False,False,,,,cf,Green
5c2f20dc4162bb128cf9a2d0,True,False,False,False,,,,d0,Green
5c2f20dc4162bb128cf9a2d1,True,False,False,False,,,,d1,Green
5c2f20dc4162bb128cf9a2d2,True,False,False,False,,,,d2,Green
5c2f20dc4162bb128cf9a2d3,True,False,False,False,,,,d3,Green
5c2f20dc4162bb128cf9a2d4,True,False,False,False,,,,d4,Green
5c2f20dc4162bb128cf9a2d5,True,False,False,False,,,,d5,Green
5c2f20dc4162bb128cf9a2d6,True,False,False,False,,,,d6,Green
5c2f20dc4162bb128cf9a2d7,True,False,False,False,,,,d7,Red
5c2f20dc4162bb128cf9a2d8,True,False,False,False,,,,d8,Green
5c2f20dc4162bb128cf9a2d9,True,False,False,False,,,,d9,Green
5c2f20dc4162bb128cf9a2da,True,False,False,False,,,,da,Red
5c2f20dc4162bb128cf9a2db,True,False,False,False,,,,db,Green
5c2f20dc4162bb128cf9a2dc,True,False,False,False,,,,dc,Green
5c2f20dc4162bb128cf9a2dd,True,False,False,False,,,,dd,Green
5c2f20dc4162bb128cf9a2de,True,False,False,False,,,,de,Blue
5c2f20dc4162bb128cf9a2df,True,False,False,False,,,,df,Green
5c2f20dc4162bb128cf9a2e0,True,False,False,False,,,,e0,Green
5c2f20dc4162bb128cf9a2e1,True,False,False,False,,,,e1,Red
5c2f20dc4162bb128cf9a2e2,True,False,False,False,,,,e2,Blue
5c2f20dc4162bb128cf9a2e3,True,False,False,False,,,,e3,Green
5c2f20dc4162bb128cf9a2e4,True,False,False,False,,,,e4,Green
5c2f20dc4162bb128cf9a2e5,True,False,False,False,,,,e5,Green
5c2f20dc4162bb128cf9a2e6,True,False,False,False,,,,e6,Green
5c2f20dc4162bb128cf9a2e7,True,False,False,False,,,,e7,Red
5c2f20dc4162bb128cf9a2e8,True,False,False,False,,,,e8,Green
5c2f20dc4162bb128cf9a2e9,True,False,False,False,,,,e9,Blue
5c2f20dc4162bb128cf9a2ea,True,False,False,False,,,,ea,Green
5c2f20dc4162bb128cf9a2eb,True,False,False,False,,,,eb,Green
5c2f20dc4162bb128cf9a2ec,True,False,False,False,,,,ec,Green
5c2f20dc4162bb128cf9a2ed,True,False,False,False,,,,ed,Green
5c2f20dc4162bb128cf9a2ee,True,False,False,False,,,,ee,Green
5c2f20dc4162bb128cf9a2ef,True,False,False,False,,,,ef,Green
5c2f20dc4162bb128cf9a2f0,True,False,False,False,,,,f0,Green
5c2f20dc4162bb128cf9a2f1,True,False,False,False,,,,f1,Red
5c2f20dc4162bb128cf9a2f2,True,False,False,False,,,,f2,Green
5c2f20dc4162bb128cf9a2f3,True,False,False,False,,,,f3,Green
5c2f20dc4162bb128cf9a2f4,True,False,False,False,,,,f4,Blue
5c2f20dc4162bb128cf9a2f5,True,False,False,False,,,,f5,Green
5c2f20dc4162bb128cf9a2f6,True,False,False,False,,,,f6,Green
5c2f20dc4162bb128cf9a2f7,True,False,False,False,,,,f7,Red
5c2f20dc4162bb128cf9a2f8,True,False,False,False,,,,f8,Blue
5c2f20dc4162bb128cf9a2f9,True,False,False,False,,,,f9,Green
5c2f20dc4162bb128cf9a2fa,True,False,False,False,,,,fa,Green
5c2f20dc4162bb128cf9a2fb,True,False,False,False,,,,fb,Red
5c2f20dc4162bb128cf9a2fc,True,False,False,False,,,,fc,Green
5c2f20dc4162bb128cf9a2fd,True,False,False,False,,,,fd,Blue
5c2f20dc4162bb128cf9a2fe,True,False,False,False,,,,fe,Green
5c2f20dc4162bb128cf9a2ff,True,False,False,False,,,,ff,Green
5c2f20dc4162bb128cf9a300,True,False,False,False,,,,00,Green
5c2f20dc4162bb128cf9a301,True,False,False,False,,,,01,Green
5c2f20dc4162bb128cf9a302,True,False,False,False,,,,02,Green
5c2f20dc4162bb128cf9a303,True,False,False,False,,,,03,Green
5c2f20dc4162bb128cf9a304,True,False,False,False,,,,04,Green
5c2f20dc4162bb128cf9a305,True,False,False,False,,,,05,Green
5c2f20dc4162bb128cf9a306,True,False,False,False,,,,06,Green
5c2f20dc4162bb128cf9a307,True,False,False,False,,,,07,Green
5c2f20dc4162bb128cf9a308,True,False,False,False,,,,08,Red
5c2f20dc4162bb128cf9a309,True,False,False,False,,,,09,Red
5c2f20dc4162bb128cf9a30a,True,False,False,False,,,,0a,Green
5c2f20dc4162bb128cf9a30b,True,False,False,False,,,,0b,Green
5c2f20dc4162bb128cf9a30c,True,False,False,False,,,,0c,Red
5c2f20dc4162bb128cf9a30d,True,False,False,False,,,,0d,Red
5c2f20dc4162bb128cf9a30e,True,False,False,False,,,,0e,Green
5c2f20dc4162bb128cf9a30f,True,False,False,False,,,,0f,Green
5c2f20dc4162bb128cf9a310,True,False,False,False,,,,10,Green
5c2f20dc4162bb128cf9a311,True,False,False,False,,,,11,Green
5c2f20dc4162bb128cf9a312,True,False,False,False,,,,12,Green
5c2f20dc4162bb128cf9a313,True,False,False,False,,,,13,Green
5c2f20dc4162bb128cf9a314,True,False,False,False,,,,14,Green
5c2f20dc4162bb128cf9a315,True,False,False,False,,,,15,Green
5c2f20dc4162bb128cf9a316,True,False,False,False,,,,16,Green
5c2f20dc4162bb128cf9a317,True,False,False,False,,,,17,Green
5c2f20dc4162bb128cf9a318,True,False,False,False,,,,18,Blue
5c2f20dc4162bb128cf9a319,True,False,False,False,,,,19,Green
5c2f20dc4162bb128cf9a31a,True,False,False,False,,,,1a,Green
5c2f20dc4162bb128cf9a31b,True,False,False,False,,,,1b,Green
5c2f20dc4162bb128cf9a31c,True,False,False,False,,,,1c,Green
5c2f20dc4162bb128cf9a31d,True,False,False,False,,,,1d,Blue
5c2f20dc4162bb128cf9a31e,True,False,False,False,,,,1e,Blue
5c2f20dc4162bb128cf9a31f,True,False,False,False,,,,1f,Red
5c2f20dc4162bb128cf9a320,True,False,False,False,,,,20,Green
5c2f20dc4162bb128cf9a321,True,False,False,False,,,,21,Green
5c2f20dc4162bb128cf9a322,True,False,False,False,,,,22,Green
5c2f20dc4162bb128cf9a323,True,False,False,False,,,,23,Green
5c2f20dc4162bb128cf9a324,True,False,False,False,,,,24,Green
5c2f20dc4162bb128cf9a325,True,False,False,False,,,,25,Green
5c2f20dc4162bb128cf9a326,True,False,False,False,,,,26,Blue
5c2f20dc4162bb128cf9a327,True,False,False,False,,,,27,Green
5c2f20dc4162bb128cf9a328,True,False,False,False,,,,28,Blue
5c2f20dc4162bb128cf9a329,True,False,False,False,,,,29,Green
5c2f20dc4162bb128cf9a32a,True,False,False,False,,,,2a,Green
5c2f20dc4162bb128cf9a32b,True,False,False,False,,,,2b,Green
5c2f20dc4162bb128cf9a32c,True,False,False,False,,,,2c,Green
5c2f20dc4162bb128cf9a32d,True,False,False,False,,,,2d,Green
5c2f20dc4162bb128cf9a32e,True,False,False,False,,,,2e,Green
5c2f20dc4162bb128cf9a32f,True,False,False,False,,,,2f,Red
5c2f20dc4162bb128cf9a330,True,False,False,False,,,,30,Red
5c2f20dc4162bb128cf9a331,True,False,False,False,,,,31,Green
5c2f20dc4162bb128cf9a332,True,False,False,False,,,,32,Green
5c2f20dc4162bb128cf9a333,True,False,False,False,,,,33,Green
5c2f20dc4162bb128cf9a334,True,False,False,False,,,,34,Green
5c2f20dc4162bb128cf9a335,True,False,False,False,,,,35,Red
5c2f20dc4162bb128cf9a336,True,False,False,False,,,,36,Green
5c2f20dc4162bb128cf9a337,True,False,False,False,,,,37,Green
5c2f20dc4162bb128cf9a338,True,False,False,False,,,,38,Green
5c2f20dc4162bb128cf9a339,True,False,False,False,,,,39,Red
5c2f20dc4162bb128cf9a33a,True,False,False,False,,,,3a,Green
5c2f20dc4162bb128cf9a33b,True,False,False,False,,,,3b,Green
5c2f20dc4162bb128cf9a33c,True,False,False,False,,,,3c,Blue
5c2f20dc4162bb128cf9a33d,True,False,False,False,,,,3d,Red
5c2f20dc4162bb128cf9a33e,True,False,False,False,,,,3e,Green
5c2f20dc4162bb128cf9a33f,True,False,False,False,,,,3f,Green
5c2f20dc4162bb128cf9a340,True,False,False,False,,,,40,Green
5c2f20dc4162bb128cf9a341,True,False,False,False,,,,41,Green
5c2f20dc4162bb128cf9a342,True,False,False,False,,,,42,Green
5c2f20dc4162bb128cf9a343,True,False,False,False,,,,43,Green
5c2f20dc4162bb128cf9a344,True,False,False,False,,,,44,Red
5c2f20dc4162bb128cf9a345,True,False,False,False,,,,45,Green
5c2f20dc4162bb128cf9a346,True,False,False,False,,,,46,Green
5c2f20dc4162bb128cf9a347,True,False,False,False,,,,47,Green
5c2f20dc4162bb128cf9a348,True,False,False,False,,,,48,Green
5c2f20dc4162bb128cf9a349,True,False,False,False,,,,49,Green
5c2f20dc4162bb128cf9a34a,True,False,False,False,,,,4a,Green
5c2f20dc4162bb128cf9a34b,True,False,False,False,,,,4b,Green
5c2f20dc4162bb128cf9a34c,True,False,False,False,,,,4c,Green
5c2f20dc4162bb128cf9a34d,True,False,False,False,,,,4d,Green
5c2f20dc4162bb128cf9a34e,True,False,False,False,,,,4e,Green
5c2f20dc4162bb128cf9a34f,True,False,False,False,,,,4f,Green
5c2f20dc4162bb128cf9a350,True,False,False,False,,,,50,Green
5c2f20dc4162bb128cf9a351,True,False,False,False,,,,51,Green
5c2f20dc4162bb128cf9a352,True,False,False,False,,,,52,Green
5c2f20dc4162bb128cf9a353,True,False,False,False,,,,53,Green
5c2f20dc4162bb128cf9a354,True,False,False,False,,,,54,Green
5c2f20dc4162bb128cf9a355,True,False,False,False,,,,55,Red
5c2f20dc4162bb128cf9a356,True,False,False,False,,,,56,Blue
5c2f20dc4162bb128cf9a357,True,False,False,False,,,,57,Green
5c2f20dc4162bb128cf9a358,True,False,False,False,,,,58,Green
5c2f20dc4162bb128cf9a359,True,False,False,False,,,,59,Green
5c2f20dc4162bb128cf9a35a,True,False,False,False,,,,5a,Green
5c2f20dc4162bb128cf9a35b,True,False,False,False,,,,5b,Green
5c2f20dc4162bb128cf9a35c,True,False,False,False,,,,5c,Red
5c2f20dc4162bb128cf9a35d,True,False,False,False,,,,5d,Green
5c2f20dc4162bb128cf9a35e,True,False,False,False,,,,5e,Green
5c2f20dc4162bb128cf9a35f,True,False,False,False,,,,5f,Green
5c2f20dc4162bb128cf9a360,True,False,False,False,,,,60,Green
5c2f20dc4162bb128cf9a361,True,False,False,False,,,,61,Blue
5c2f20dc4162bb128cf9a362,True,False,False,False,,,,62,Green
5c2f20dc4162bb128cf9a363,True,False,False,False,,,,63,Green
5c2f20dc4162bb128cf9a364,True,False,False,False,,,,64,Green
5c2f20dc4162bb128cf9a365,True,False,False,False,,,,65,Green
5c2f20dc4162bb128cf9a366,True,False,False,False,,,,66,Green
5c2f20dc4162bb128cf9a367,True,False,False,False,,,,67,Green
5c2f20dc4162bb128cf9a368,True,False,False,False,,,,68,Green
5c2f20dc4162bb128cf9a369,True,False,False,False,,,,69,Green
5c2f20dc4162bb128cf9a36a,True,False,False,False,,,,6a,Green
5c2f20dc4162bb128cf9a36b,True,False,False,False,,,,6b,Green
5c2f20dc4162bb128cf9a36c,True,False,False,False,,,,6c,Green
5c2f20dc4162bb128cf9a36d,True,False,False,False,,,,6d,Red
5c2f20dc4162bb128cf9a36e,True,False,False,False,,,,6e,Green
5c2f20dc4162bb128cf9a36f,True,False,False,False,,,,6f,Red
5c2f20dc4162bb128cf9a370,True,False,False,False,,,,70,Blue
5c2f20dc4162bb128cf9a371,True,False,False,False,,,,71,Green
5c2f20dc4162bb128cf9a372,True,False,False,False,,,,72,Green
5c2f20dc4162bb128cf9a373,True,False,False,False,,,,73,Red
5c2f20dc4162bb128cf9a374,True,False,False,False,,,,74,Green
5c2f20dc4162bb128cf9a375,True,False,False,False,,,,75,Green
5c2f20dc4162bb128cf9a376,True,False,False,False,,,,76,Blue
5c2f20dc4162bb128cf9a377,True,False,False,False,,,,77,Green
5c2f20dc4162bb128cf9a378,True,False,False,False,,,,78,Red
5c2f20dc4162bb128cf9a379,True,False,False,False,,,,79,Green
5c2f20dc4162bb128cf9a37a,True,False,False,False,,,,7a,Green
5c2f20dc4162bb128cf9a37b,True,False,False,False,,,,7b,Green
5c2f20dc4162bb128cf9a37c,True,False,False,False,,,,7c,Red
5c2f20dc4162bb128cf9a37d,True,False,False,False,,,,7d,Green
5c2f20dc4162bb128cf9a37e,True,False,False,False,,,,7e,Green
5c2f20dc4162bb128cf9a37f,True,False,False,False,,,,7f,Green
5c2f20dc4162bb128cf9a380,True,False,False,False,,,,80,Green
5c2f20dc4162bb128cf9a381,True,False,False,False,,,,81,Green
5c2f20dc4162bb128cf9a382,True,False,False,False,,,,82,Blue
5c2f20dc4162bb128cf9a383,True,False,False,False,,,,83,Green
5c2f20dc4162bb128cf9a384,True,False,False,False,,,,84,Green
5c2f20dc4162bb128cf9a385,True,False,False,False,,,,85,Green
5c2f20dc4162bb128cf9a386,True,False,False,False,,,,86,Green
5c2f20dc4162bb128cf9a387,True,False,False,False,,,,87,Blue
5c2f20dc4162bb128cf9a388,True,False,False,False,,,,88,Blue
5c2f20dc4162bb128cf9a389,True,False,False,False,,,,89,Green
5c2f20dc4162bb128cf9a38a,True,False,False,False,,,,8a,Green
5c2f20dc4162bb128cf9a38b,True,False,False,False,,,,8b,Green
5c2f20dc4162bb128cf9a38c,True,False,False,False,,,,8c,Green
5c2f20dc4162bb128cf9a38d,True,False,False,False,,,,8d,Red
5c2f20dc4162bb128cf9a38e,True,False,False,False,,,,8e,Green
5c2f20dc4162bb128cf9a38f,True,False,False,False,,,,8f,Red
5c2f20dc4162bb128cf9a390,True,False,False,False,,,,90,Green
5c2f20dc4162bb128cf9a391,True,False,False,False,,,,91,Green
5c2f20dc4162bb128cf9a392,True,False,False,False,,,,92,Green
5c2f20dc4162bb128cf9a393,True,False,False,False,,,,93,Green
5c2f20dc4162bb128cf9a394,True,False,False,False,,,,94,Green
5c2f20dc4162bb128cf9a395,True,False,False,False,,,,95,Green
5c2f20dc4162bb128cf9a396,True,False,False,False,,,,96,Green
5c2f20dc4162bb128cf9a397,True,False,False,False,,,,97,Blue
5c2f20dc4162bb128cf9a398,True,False,False,False,,,,98,Green
5c2f20dc4162bb128cf9a399,True,False,False,False,,,,99,Green
5c2f20dc4162bb128cf9a39a,True,False,False,False,,,,9a,Green
5c2f20dc4162bb128cf9a39b,True,False,False,False,,,,9b,Green
5c2f20dc4162bb128cf9a39c,True,False,False,False,,,,9c,Green
5c2f20dc4162bb128cf9a39d,True,False,False,False,,,,9d,Red
5c2f20dc4162bb128cf9a39e,True,False,False,False,,,,9e,Green
5c2f20dc4162bb128cf9a39f,True,False,False,False,,,,9f,Red
5c2f20dc4162bb128cf9a3a0,True,False,False,False,,,,a0,Green
5c2f20dc4162bb128cf9a3a1,True,False,False,False,,,,a1,Green
5c2f20dc4162bb128cf9a3a2,True,False,False,False,,,,a2,Green
5c2f20dc4162bb128cf9a3a3,True,False,False,False,,,,a3,Green
5c2f20dc4162bb128cf9a3a4,True,False,False,False,,,,a4,Red
5c2f20dc4162bb128cf9a3a5,True,False,False,False,,,,a5,Red
5c2f20dc4162bb128cf9a3a6,True,False,False,False,,,,a6,Green
5c2f20dc4162bb128cf9a3a7,True,False,False,False,,,,a7,Green
5c2f20dc4162bb128cf9a3a8,True,False,False,False,,,,a8,Green
5c2f20dc4162bb128cf9a3a9,True,False,False,False,,,,a9,Green
5c2f20dc4162bb128cf9a3aa,True,False,False,False,,,,aa,Green
5c2f20dc4162bb128cf9a3ab,True,False,False,False,,,,ab,Red
5c2f20dc4162bb128cf9a3ac,True,False,False,False,,,,ac,Green
5c2f20dc4162bb128cf9a3ad,True,False,False,False,,,,ad,Green
5c2f20dc4162bb128cf9a3ae,True,False,False,False,,,,ae,Blue
5c2f20dc4162bb128cf9a3af,True,False,False,False,,,,af,Green
5c2f20dc4162bb128cf9a3b0,True,False,False,False,,,,b0,Green
5c2f20dc4162bb128cf9a3b1,True,False,False,False,,,,b1,Blue
5c2f20dc4162bb128cf9a3b2,True,False,False,False,,,,b2,Green
5c2f20dc4162bb128cf9a3b3,True,False,False,False,,,,b3,Blue
5c2f20dc4162bb128cf9a3b4,True,False,False,False,,,,b4,Green
5c2f20dc4162bb128cf9a3b5,True,False,False,False,,,,b5,Green
5c2f20dc4162bb128cf9a3b6,True,False,False,False,,,,b6,Red
5c2f20dc4162bb128cf9a3b7,True,False,False,False,,,,b7,Green
5c2f20dc4162bb128cf9a3b8,True,False,False,False,,,,b8,Green
5c2f20dc4162bb128cf9a3b9,True,False,False,False,,,,b9,Blue
5c2f20dc4162bb128cf9a3ba,True,False,False,False,,,,ba,Green
5c2f20dc4162bb128cf9a3bb,True,False,False,False,,,,bb,Green
5c2f20dc4162bb128cf9a3bc,True,False,False,False,,,,bc,Green
5c2f20dc4162bb128cf9a3bd,True,False,False,False,,,,bd,Green
5c2f20dc4162bb128cf9a3be,True,False,False,False,,,,be,Green
5c2f20dc4162bb128cf9a3bf,True,False,False,False,,,,bf,Red
5c2f20dc4162bb128cf9a3c0,True,False,False,False,,,,c0,Blue
5c2f20dc4162bb128cf9a3c1,True,False,False,False,,,,c1,Green
5c2f20dc4162bb128cf9a3c2,True,False,False,False,,,,c2,Green
5c2f20dc4162bb128cf9a3c3,True,False,False,False,,,,c3,Green
5c2f20dc4162bb128cf9a3c4,True,False,False,False,,,,c4,Green
5c2f20dc4162bb128cf9a3c5,True,False,False,False,,,,c5,Blue
5c2f20dc4162bb128cf9a3c6,True,False,False,False,,,,c6,Green
5c2f20dc4162bb128cf9a3c7,True,False,False,False,,,,c7,Green
5c2f20dc4162bb128cf9a3c8,True,False,False,False,,,,c8,Green
5c2f20dc4162bb128cf9a3c9,True,False,False,False,,,,c9,Green
5c2f20dc4162bb128cf9a3ca,True,False,False,False,,,,ca,Blue
5c2f20dc4162bb128cf9a3cb,True,False,False,False,,,,cb,Red
5c2f20dc4162bb128cf9a3cc,True,False,False,False,,,,cc,Green
5c2f20dc4162bb128cf9a3cd,True,False,False,False,,,,cd,Green
5c2f20dc4162bb128cf9a3ce,True,False,False,False,,,,ce,Green
5c2f20dc4162bb128cf9a3cf,True,False,False,False,,,,cf,Green
5c2f20dc4162bb128cf9a3d0,True,False,False,False,,,,d0,Green
5c2f20dc4162bb128cf9a3d1,True,False,False,False,,,,d1,Green
5c2f20dc4162bb128cf9a3d2,True,False,False,False,,,,d2,Green
5c2f20dc4162bb128cf9a3d3,True,False,False,False,,,,d3,Red
5c2f20dc4162bb128cf9a3d4,True,False,False,False,,,,d4,Green
5c2f20dc4162bb128cf9a3d5,True,False,False,False,,,,d5,Green
5c2f20dc4162bb128cf9a3d6,True,False,False,False,,,,d6,Green
5c2f20dc4162bb128cf9a3d7,True,False,False,False,,,,d7,Green
5c2f20dc4162bb128cf9a3d8,True,False,False,False,,,,d8,Green
5c2f20dc4162bb128cf9a3d9,True,False,False,False,,,,d9,Green
5c2f20dc4162bb128cf9a3da,True,False,False,False,,,,da,Green
5c2f20dc4162bb128cf9a3db,True,False,False,False,,,,db,Blue
5c2f20dc4162bb128cf9a3dc,True,False,False,False,,,,dc,Green
5c2f20dc4162bb128cf9a3dd,True,False,False,False,,,,dd,Blue
5c2f20dc4162bb128cf9a3de,True,False,False,False,,,,de,Green
5c2f20dc4162bb128cf9a3df,True,False,False,False,,,,df,Green
5c2f20dc4162bb128cf9a3e0,True,False,False,False,,,,e0,Green
5c2f20dc4162bb128cf9a3e1,True,False,False,False,,,,e1,Green
5c2f20dc4162bb128cf9a3e2,True,False,False,False,,,,e2,Green
